date,forecast_qty_total,forecast_qty_total_lower,forecast_qty_total_upper,sku_id
2025-03-23,-5.376480449166149,-9.401864854071524,-1.4996705530242684,46303877432
2025-03-24,-5.945484405032193,-9.99968936530869,-1.8812365037235743,46303877432
2025-03-25,-6.514488360898238,-10.58945421087713,-2.5959101605069113,46303877432
2025-03-26,-7.083492316764289,-11.014731572512314,-2.9183506966034067,46303877432
2025-03-27,-7.6524962726303265,-11.898479133114439,-3.2888149898276255,46303877432
2025-03-28,-8.221500228496378,-12.591338804688379,-4.061618363755621,46303877432
2025-03-29,-8.79050418436243,-13.124881458139948,-4.578872066384126,46303877432
2025-03-30,-9.359508140228467,-13.441957562379491,-5.172098323580295,46303877432
2025-03-31,-9.928512096094519,-14.417413817641751,-5.666947855694717,46303877432
2024-12-31,3.9986594018922714,0.928581045758653,6.8325075832848015,46303948414
2025-01-01,4.018659914392803,0.8355942779964219,6.976011636540965,46303948414
2025-01-02,4.038660426893334,0.6403786858668734,6.950263766076084,46303948414
2025-01-03,4.0586609393938655,1.025578645654041,6.995455060191534,46303948414
